1.000000	2.538351	1.954381	1.598383	0.416560	0.416496	0.155080	2.312639	1.604942	1.890512	0.054959	2.589602	2.222573	0.566933	0.485462	0.489679	0.812309	1.401069	1.153268	0.777565	1.633611	0.372440	0.780009	0.978164	1.217680	2.096374	0.533117	1.372976	1.581712	0.124020	1.622109	0.455289	0.173684	2.533468	2.578181	2.158373	0.813301	0.260779	1.826862	1.175181	0.325835	1.322093	0.091815	2.427832	0.690927	1.768896	0.832250	1.388551	1.459684	0.493551	2.588734	2.069559	2.508407	2.389136	1.596358	2.461350	0.236270	0.523263	0.120754	0.868613	1.037745	0.724486	2.212680	0.952510	0.750079	1.448967	0.376259	2.141819	0.199046	2.634930	2.061848	0.530559	0.014744	2.177234	1.887267	1.946406	2.059246	0.197695	0.957082	0.309364	2.304435	1.664169	0.883478	0.169697	0.830304	0.868220	1.948006	1.702241	2.368806	1.260786	0.319309	1.904322	2.031251	1.498577	2.058437	1.318405	1.395666	1.141509	0.067867	0.288064
0.000000	1.000000	0.454396	0.823407	1.606940	0.424341	0.728504	1.226783	0.320420	0.031552	0.517441	0.143420	1.544726	1.419793	1.110511	1.537947	1.397947	0.256068	1.538382	0.925035	1.358343	1.588816	0.527258	0.142480	0.340736	0.648939	1.439478	1.468796	-0.076819	0.910565	0.658297	0.373314	0.205534	0.463484	1.548383	0.458772	0.886096	1.248263	0.550117	1.679470	1.710657	0.377682	0.888132	0.403451	0.472709	-0.033609	1.048102	0.824670	0.010064	0.472726	1.485549	0.313524	0.118674	0.744413	1.680604	0.295881	1.194164	1.338719	0.420102	1.259210	0.602135	1.095043	1.013213	0.908748	0.119856	1.418824	0.555043	0.214150	0.062014	0.912774	1.100839	-0.000157	0.919152	0.283970	1.052504	0.203352	1.125011	0.683615	1.628813	0.229591	0.482617	0.109893	1.611346	1.566575	0.416515	1.136651	1.358165	0.901315	0.817777	0.363304	0.149232	1.504341	1.502927	1.052764	0.492848	0.552920	1.225389	1.547222	1.589835	1.384796
0.000000	0.000000	1.000000	-2.929444	-7.221750	-1.017375	-2.885656	-2.749872	1.356363	2.569271	-3.359832	1.916464	-4.125561	-5.256918	-5.416067	-5.884254	-5.026206	-0.621033	-5.851023	-4.553430	-4.370456	-7.125021	-1.043355	0.102559	-0.025692	0.253225	-7.305989	-4.558595	0.619654	-5.011785	-1.972134	-2.014353	-2.003484	1.068714	-2.387348	-0.117099	-2.886344	-4.569943	-0.825919	-5.163978	-8.635545	-1.762407	-5.701902	1.445646	-0.773858	0.663464	-3.873011	-3.453360	-0.107488	-3.241058	-2.375364	1.174508	1.473517	0.169996	-4.457121	1.448542	-6.729248	-6.215073	-2.921406	-3.801183	-2.249922	-5.673215	-0.730352	-3.355044	-1.486620	-5.125685	-3.360122	0.874121	-0.838035	-0.032319	-3.036993	-1.200556	-5.828893	0.116972	-2.370144	1.110007	-3.108541	-4.041481	-6.664787	-2.435776	-0.400152	1.434335	-5.881555	-6.156530	-1.762701	-3.160515	-3.362030	-2.156309	-0.075779	-0.877266	-0.143637	-2.916132	-4.711137	-2.622933	1.107321	-1.356941	-4.523102	-4.795373	-7.769014	-5.221179
0.000000	0.000000	0.000000	1.000000	1.961461	1.067594	0.979757	0.429792	0.239012	-0.511815	1.116977	-0.618883	0.362953	1.754583	1.797759	1.603398	1.125210	0.161663	1.009248	1.033881	1.068736	1.934028	0.691335	0.148825	0.777351	0.310640	1.870660	1.150596	0.213002	1.192181	0.527391	1.126159	0.448393	-0.485297	-0.093227	-0.228673	1.226828	1.395971	0.379939	0.710109	2.056490	0.722422	1.308468	-0.230237	0.380544	0.374132	1.194377	0.544399	0.329272	1.271483	0.394927	0.327672	0.103722	-0.308261	0.473794	0.023849	1.296458	1.657527	1.549185	1.026614	0.686985	1.662562	0.129241	1.017474	1.262580	1.085982	1.617368	0.493228	0.384215	-0.432168	0.343307	0.306330	1.252934	0.435172	0.166732	-0.152111	1.111273	0.796892	1.867742	0.817856	-0.092710	0.200905	1.483613	1.865271	0.999370	1.140748	0.514603	0.290329	0.326846	0.838790	0.970217	0.473192	0.897610	0.972813	-0.253197	1.010866	1.491002	1.006685	2.155978	1.561928
0.000000	0.000000	0.000000	0.000000	1.000000	-0.412412	0.225386	1.055887	-0.478204	0.068932	0.167006	-0.674804	0.279531	0.630382	0.369977	0.789931	0.817931	-0.000283	0.532763	0.040105	0.376110	0.509297	0.433363	-0.276400	0.420027	0.139124	0.765957	0.335377	-0.193485	0.621802	0.512997	-0.309282	-0.418450	0.388870	1.131563	-0.225612	0.754476	0.186505	-0.111171	1.176111	1.291707	-0.508602	0.357294	0.117429	-0.384552	-0.716368	-0.073438	-0.032199	-0.164919	0.448122	0.480848	-0.073639	-0.053482	-0.234179	1.158887	-0.027054	0.917993	0.650182	0.454592	0.908031	0.465832	0.340946	0.144741	0.229518	-0.612979	0.807327	0.343802	-0.416610	-0.108575	-0.181345	0.929252	-0.880713	0.690280	-0.410146	0.341146	-0.676057	1.013301	-0.010067	0.409682	-0.235707	-0.103663	-0.402664	0.851250	0.636992	-0.083531	0.072078	1.074725	0.496179	-0.127649	-0.396455	-0.163764	0.586229	0.992360	0.776589	0.035150	0.293375	0.544994	1.146674	0.323013	0.132460
0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.209695	-0.749076	1.531067	0.414833	0.426084	-0.710088	-0.708248	0.973612	-0.481366	-0.443356	-0.418445	-0.050870	-0.256276	-0.968239	-0.434708	-0.187956	1.236306	0.726023	1.107810	0.160034	-0.783725	-0.467202	-0.817079	0.188850	-0.285587	1.350986	0.737690	-0.726942	-0.830124	-0.210824	0.851739	0.420047	-0.319184	-1.207955	-0.309039	-0.085177	-0.882752	-0.011121	0.917224	-0.180730	-0.248859	-0.743747	-0.332916	0.295668	-0.585428	0.814125	-0.305401	-0.347693	-0.388721	-0.271456	-1.491351	-0.902670	0.987540	0.281630	-0.000882	-0.786256	-0.590458	-0.640838	0.406048	-0.779786	0.325361	0.130599	0.948458	-0.836927	-1.345178	0.339236	-0.787147	-0.090172	-0.369463	0.575743	-1.127658	0.288437	-0.244782	-0.284108	-1.021612	1.170789	-0.210302	0.402211	0.578504	0.379136	-1.489723	-1.186951	-0.363813	-0.002177	1.002814	-0.087891	-1.668703	-0.227638	0.543637	0.299084	-0.091868	-0.810037	-0.296498	0.106083
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-0.526866	0.913589	-0.117168	0.325327	-1.604713	-1.061419	0.965897	-1.913346	-1.717667	-0.232401	-0.167210	-1.022180	-2.089924	-0.452608	-0.548029	0.976060	0.166016	0.451292	-0.086497	-1.378372	-1.412807	-0.847527	0.026818	-0.888523	-0.057842	0.000228	-0.853696	-0.041931	-0.437630	0.346136	-0.047577	-0.543058	-1.231889	-0.011832	-0.627712	-1.233722	-0.009105	0.731371	-1.581476	-1.245571	-1.508913	-1.362971	-0.337584	-0.188993	0.292542	-0.859538	-1.032345	-0.246756	-0.163205	-1.719754	-1.440106	0.016929	-0.176358	-0.230926	-2.288726	-1.145325	-0.994968	-0.137457	-0.608482	-0.166611	-0.095856	0.757916	-0.817261	-0.956475	-1.103340	-0.787110	-0.759460	-0.434727	-0.650664	-0.916671	-0.196700	-1.636586	-1.700846	-1.854030	0.944337	-0.216788	-0.601908	-0.806227	-0.479408	-1.754916	-1.226831	-1.312327	-0.463534	0.271311	-0.192653	-1.918871	-0.272315	0.848811	-0.488645	-0.332026	-1.228743	-0.762747	-0.791735
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	-3.475509	-4.063034	2.618718	-3.125905	1.010477	1.767993	-6.153006	-2.306672	5.065086	1.519168	-3.315034	-1.576822	4.574376	0.963516	-4.266694	-1.106388	-5.856213	0.295123	-2.610905	-0.448026	-1.367735	-1.131566	-6.296116	-5.191437	-0.668991	-2.258555	3.699895	1.377844	-4.382477	3.685211	-0.114812	1.615993	2.712309	-1.380800	2.487396	-0.991043	1.391506	-5.115179	-1.737775	-1.583943	-4.670015	-3.834624	2.602054	-2.154515	-4.616039	-2.463930	0.056900	1.272400	1.579144	0.263538	-4.819238	-0.727461	-3.200787	-7.056623	-2.098047	2.064145	-2.727088	2.784305	-1.166122	0.941785	-0.798285	4.782025	-0.115428	-3.174445	0.415024	-3.844908	2.417974	-7.281902	-1.310324	1.390295	-3.400688	-5.158232	-3.256854	-1.014476	1.426271	-2.752845	-8.643042	0.886163	-0.956306	0.618770	-3.735100	1.944515	-4.302523	2.008130	-0.682977	0.140502	-0.306756	-3.442034	1.599005	-0.853363	4.087061	2.508297
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.284527	-2.287592	8.569810	2.111241	-2.706676	12.007813	6.491200	-4.094137	-3.253712	6.243470	6.561946	-2.925185	-0.270969	0.681052	-0.255964	1.718051	-0.268722	5.637867	3.746643	2.928374	1.480569	6.336506	3.716999	0.066013	1.951803	-2.707973	-1.164095	3.483740	-3.156819	1.228851	3.844901	-5.357213	3.435286	-0.672486	1.511725	-2.725888	6.326066	4.341493	8.000853	5.321171	2.482329	-2.681721	-0.707666	2.223473	8.160453	1.341833	-4.814690	1.022148	3.165667	1.515903	-1.279109	4.318537	12.210008	6.222901	-0.240485	1.681844	-1.398288	-2.763872	-5.052776	0.618164	0.241858	1.857776	5.524574	2.967340	3.605101	-2.987447	8.292315	1.969968	0.683176	5.393873	7.893573	5.984276	-2.155230	-2.049590	3.720439	11.135721	-0.825651	5.485139	1.643489	5.101833	-3.711259	3.867327	1.003471	6.135423	-1.674410	-0.432675	0.304897	-4.001112	5.726343	-3.362041	-1.165487
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	1.870699	-11.170872	-2.937081	2.655800	-14.921292	-8.308058	3.577288	5.031382	-6.859938	-9.120276	2.425656	-0.030374	1.909561	1.505388	0.736920	-0.067356	-7.121128	-5.053605	-3.334628	-1.694281	-5.856671	-2.677115	0.886143	-0.597371	2.768254	1.292862	-3.384907	3.133827	-1.980512	-5.874295	6.877544	-4.581416	0.190522	-1.063290	3.070857	-7.131191	-5.849939	-10.746593	-4.707704	-1.439675	3.426268	2.536835	-0.530193	-10.310582	-1.243972	7.104682	-1.587342	-5.173030	-0.023105	3.247381	-5.014405	-14.371993	-8.057733	-0.615181	-1.703098	0.891941	5.186467	7.156365	-0.593783	-2.623022	-1.649845	-6.146597	-4.260409	-3.491284	3.536562	-8.558063	-1.647562	-2.281250	-6.057881	-8.776515	-6.667324	3.987962	2.354896	-4.451946	-12.094420	0.909082	-6.678001	-2.076955	-5.419555	4.966991	-3.533451	-2.099140	-8.494717	3.061238	0.934860	1.382022	5.899441	-8.071495	3.310121	0.414389
